Latitude,Longitude,DateHrGmt,DateHrLwt,SurfaceTemperatureCelsius,SurfaceDewpointTemperatureCelsius,SurfaceWetBulbTemperatureCelsius,RelativeHumidity,SurfaceAirPressureKilopascals,CloudCoverage,WindChillTemperatureCelsius,ApparentTemperatureCelsius,WindSpeedKph,WindDirectionDegrees,PrecipitationPreviousHourCentimeters,DownwardSolarRadiation,DiffuseHorizontalRadiationWsqm,DirectNormalIrradiance,MslPressure,HeatIndexCelsius,SnowfallCentimeters,SurfaceWindGustsKph,ReferenceEvapotranspirationMillimetersPerHour
48.82233,9.41631,9/14/2016 9:00,9/14/2016 11:00,24.8,14.56000042,18.1,53,97,0,24.8,24.8,4.5,77,0,544,73,886,101.3,24.8,0,42.2,0.001
48.82233,9.41631,9/14/2016 10:00,9/14/2016 12:00,26.6,14.13000011,18.4,46,97,0,26.6,26.6,7.7,69,0,640,91,874,101.3,26.6,0,41.8,0.002
48.82233,9.41631,9/14/2016 11:00,9/14/2016 13:00,28,13.38000011,18.5,41,97,0,28,27.7,9.9,70,0,688,105,850,101.3,27.7,0,37.9,0.003
48.82233,9.41631,9/14/2016 12:00,9/14/2016 14:00,28.7,12.36999989,18.2,37,96.9,0,28.7,28,11.1,72,0,683,127,796,101.3,28,0,34.4,0.004
48.82233,9.41631,9/14/2016 13:00,9/14/2016 15:00,28.9,10.40999985,17.4,32,96.9,0,28.9,27.9,11.3,70,0,630,144,729,101.2,27.9,0,28.7,0.004
48.82233,9.41631,9/14/2016 14:00,9/14/2016 16:00,28.9,10.48999977,17.4,32,96.8,0,28.9,27.9,12.1,70,0,527,162,615,101.1,27.9,0,28.3,0.005
48.82233,9.41631,9/14/2016 15:00,9/14/2016 17:00,28.4,10.96000004,17.5,34,96.8,0,28.4,27.6,13,71,0,387,161,469,101.1,27.6,0,27.2,0.005
48.82233,9.41631,9/14/2016 16:00,9/14/2016 18:00,27.1,12.40999985,17.7,40,96.8,0,27.1,26.9,11.6,75,0,225,128,285,101.1,26.9,0,29.2,0.004
48.82233,9.41631,9/14/2016 17:00,9/14/2016 19:00,23.6,13.53999996,17.2,54,96.8,0,23.6,23.6,9.4,79,0,68,68,0,101.2,23.6,0,27.5,0.002
48.82233,9.41631,9/14/2016 18:00,9/14/2016 20:00,19.9,13.76000023,16,68,96.9,0,19.9,19.9,9.1,90,0,0,0,0,101.2,19.9,0,25.1,0.001
48.82233,9.41631,9/14/2016 19:00,9/14/2016 21:00,19.9,14.55000019,16.4,72,96.8,0,19.9,19.9,9.7,97,0,0,0,0,101.1,19.9,0,26.2,0.001
48.82233,9.41631,9/14/2016 20:00,9/14/2016 22:00,19.4,14.77999973,16.5,75,96.8,0,19.4,19.4,10.3,106,0,0,0,0,101.1,19.4,0,24.3,0.001
48.82233,9.41631,9/14/2016 21:00,9/14/2016 23:00,18.6,15.06000042,16.3,80,96.8,0,18.6,18.6,10.1,105,0,0,0,0,101.1,18.6,0,30.1,0.001
48.82233,9.41631,2/16/2016 23:00,2/17/2016 0:00,-0.1,-1.039999962,-0.5,93,98.2,31,-5.1,-5.1,18.7,67,0,0,0,0,102.9,-0.1,0,43.4,0
48.82233,9.41631,2/17/2016 0:00,2/17/2016 1:00,-0.1,-1.210000038,-0.5,92,98.2,49,-5.2,-5.2,19.5,68,0,0,0,0,102.9,-0.1,0,32.5,0
48.82233,9.41631,2/17/2016 1:00,2/17/2016 2:00,-0.5,-1.639999986,-0.9,92,98.1,67,-5.4,-5.4,17.5,57,0,0,0,0,102.8,-0.5,0,29.3,0
48.82233,9.41631,2/17/2016 2:00,2/17/2016 3:00,-0.7,-1.830000043,-1.1,92,98,57,-6.1,-6.1,20.4,57,0,0,0,0,102.7,-0.7,0,34.2,0
48.82233,9.41631,2/17/2016 3:00,2/17/2016 4:00,-0.2,-1.659999967,-0.8,90,97.9,96,-5.9,-5.9,23,61,0.00254,0,0,0,102.6,-0.2,0.1,39,0
48.82233,9.41631,2/17/2016 4:00,2/17/2016 5:00,0.1,-1.559999943,-0.6,89,97.8,100,-5.3,-5.3,21.2,64,0.00254,0,0,0,102.5,0.1,0.1,35.8,0
48.82233,9.41631,2/17/2016 5:00,2/17/2016 6:00,0.2,-1.49000001,-0.4,88,97.7,96,-4.9,-4.9,19.5,65,0.00254,0,0,0,102.4,0.2,0,33,0
48.82233,9.41631,2/17/2016 6:00,2/17/2016 7:00,0.3,-1.480000019,-0.4,88,97.6,95,-4.6,-4.6,18,64,0.00254,0,0,0,102.3,0.3,0.1,30.4,0
48.82233,9.41631,2/17/2016 7:00,2/17/2016 8:00,0.4,-1.25,-0.2,88,97.6,98,-3.3,-3.3,12.3,54,0.00254,8,8,0,102.3,0.4,0.1,20.7,0
48.82233,9.41631,2/17/2016 8:00,2/17/2016 9:00,0.8,-1,0,88,97.5,96,-2.9,-2.9,12.3,51,0.013,37,37,0,102.2,0.8,0.1,21.1,0
48.82233,9.41631,2/17/2016 9:00,2/17/2016 10:00,1.2,-0.810000002,0.3,86,97.5,100,-2.5,-2.5,13.2,39,0.00254,89,89,0,102.1,1.2,0.1,22.9,0
48.82233,9.41631,2/17/2016 10:00,2/17/2016 11:00,1.8,-0.579999983,0.7,85,97.4,96,-1.7,-1.7,12.5,39,0.00254,163,156,14,102.1,1.8,0.1,22.1,0
48.82233,9.41631,2/17/2016 11:00,2/17/2016 12:00,2.2,-0.400000006,1.1,83,97.4,95,-0.9,-0.9,11.1,41,0,209,198,23,102,2.2,0,20.9,0
48.82233,9.41631,2/17/2016 12:00,2/17/2016 13:00,2.5,-0.129999995,1.3,83,97.3,98,0,0,8.9,47,0.014,208,199,16,101.9,2.5,0.1,25.8,0
48.82233,9.41631,2/17/2016 13:00,2/17/2016 14:00,2.1,-0.660000026,0.9,82,97.1,98,2.1,2.1,2.6,47,0.00254,204,195,18,101.8,2.1,0,35.1,0
48.82233,9.41631,2/17/2016 14:00,2/17/2016 15:00,2.3,-0.439999998,1.1,82,97.1,100,2.3,2.3,2.3,145,0.00254,149,147,4,101.7,2.3,0,37.7,0
48.82233,9.41631,2/17/2016 15:00,2/17/2016 16:00,2.3,-0.300000012,1.1,83,97,99,2.3,2.3,2.8,202,0.00254,92,92,0,101.6,2.3,0,38.7,0
48.82233,9.41631,2/17/2016 16:00,2/17/2016 17:00,2,0.050000001,1.1,87,97,98,2,2,2.5,256,0,40,40,0,101.6,2,0,42.1,0
48.82233,9.41631,2/17/2016 17:00,2/17/2016 18:00,0.6,-0.620000005,0,92,97,97,0.6,0.6,2.9,273,0,0,0,0,101.6,0.6,0,45.2,0
48.82233,9.41631,2/17/2016 18:00,2/17/2016 19:00,-0.4,-1.24000001,-0.8,94,97,92,-0.4,-0.4,2.7,264,0,0,0,0,101.6,-0.4,0,48.5,0
48.82233,9.41631,2/17/2016 19:00,2/17/2016 20:00,-0.9,-1.809999943,-1.2,93,97,88,-2.8,-2.8,5.6,213,0,0,0,0,101.6,-0.9,0,50,0
48.82233,9.41631,2/17/2016 20:00,2/17/2016 21:00,-0.8,-1.75,-1.2,93,97,98,-2.7,-2.7,5.5,214,0,0,0,0,101.7,-0.8,0,54.3,0
48.82233,9.41631,2/17/2016 21:00,2/17/2016 22:00,-0.9,-1.860000014,-1.3,93,97.1,95,-3,-3,5.9,218,0,0,0,0,101.7,-0.9,0,57.5,0
48.82233,9.41631,2/17/2016 22:00,2/17/2016 23:00,-1.6,-2.5,-2,94,97.1,85,-1.6,-1.6,4.4,216,0,0,0,0,101.7,-1.6,0,58.9,0
48.82233,9.41631,9/14/2016 22:00,9/15/2016 0:00,17.8,14.72000027,15.8,83,96.7,0,17.8,17.8,10.1,102,0,0,0,0,101.1,17.8,0,26.8,0.001
48.82233,9.41631,9/14/2016 23:00,9/15/2016 1:00,17.1,14.30000019,15.3,84,96.7,0,17.1,17.1,10.1,99,0,0,0,0,101.1,17.1,0,21.9,0.001
48.82233,9.41631,9/15/2016 0:00,9/15/2016 2:00,16.5,13.75,14.8,84,96.7,0,16.5,16.5,10.1,98,0,0,0,0,101.1,16.5,0,18.7,0.001
48.82233,9.41631,9/15/2016 1:00,9/15/2016 3:00,17.1,15.13000011,15.8,88,96.7,0,17.1,17.1,9.9,92,0,0,0,0,101,17.1,0,22.3,0
48.82233,9.41631,9/15/2016 2:00,9/15/2016 4:00,16.6,14.44999981,15.2,88,96.6,0,16.6,16.6,10.2,97,0,0,0,0,101,16.6,0,18.4,0
48.82233,9.41631,9/15/2016 3:00,9/15/2016 5:00,16,13.97999954,14.8,88,96.6,0,16,16,10,100,0,0,0,0,100.9,16,0,18.1,0
48.82233,9.41631,9/15/2016 4:00,9/15/2016 6:00,15.5,13.77000046,14.4,90,96.6,0,15.5,15.5,9.8,101,0,0,0,0,100.9,15.5,0,17.8,0
48.82233,9.41631,9/15/2016 5:00,9/15/2016 7:00,15,13.51000023,14.1,91,96.6,0,15,15,9.7,103,0,0,0,0,101,15,0,17.7,0
48.82233,9.41631,9/15/2016 6:00,9/15/2016 8:00,15.8,13.35999966,14.3,86,96.6,6,15.8,15.8,10.2,106,0,74,48,346,101,15.8,0,19.9,0.001
48.82233,9.41631,9/15/2016 7:00,9/15/2016 9:00,18.5,14.17000008,15.8,77,96.6,14,18.5,18.5,9.1,101,0,237,78,653,101,18.5,0,36.4,0.001
48.82233,9.41631,9/15/2016 8:00,9/15/2016 10:00,21,14.46000004,16.8,66,96.6,0,21,21,8.5,127,0,400,75,819,101,21,0,42.3,0.001
48.82233,9.41631,9/15/2016 9:00,9/15/2016 11:00,23.8,14.48999977,17.7,56,96.6,0,23.8,23.8,6.2,153,0,537,72,883,101,23.8,0,43.9,0.002
48.82233,9.41631,9/15/2016 10:00,9/15/2016 12:00,26.4,14,18.3,46,96.6,2,26.4,26.4,5.4,195,0,632,90,869,100.9,26.4,0,48.2,0.002
48.82233,9.41631,9/15/2016 11:00,9/15/2016 13:00,28,13.36999989,18.4,40,96.6,12,28,27.7,6.5,234,0,677,107,838,100.9,27.7,0,48.8,0.003
48.82233,9.41631,9/15/2016 12:00,9/15/2016 14:00,28.5,12.60999966,18.2,37,96.6,51,28.5,27.9,8.4,255,0,663,159,727,100.9,27.9,0,46.6,0.003
48.82233,9.41631,9/15/2016 13:00,9/15/2016 15:00,27.7,11.90999985,17.6,37,96.7,88,27.7,27.2,10.7,271,0,575,220,537,101,27.2,0,43.2,0.004
48.82233,9.41631,9/15/2016 14:00,9/15/2016 16:00,26.9,12.14999962,17.5,40,96.7,94,26.9,26.8,15.7,278,0,465,230,400,101,26.8,0,45.4,0.005
48.82233,9.41631,9/15/2016 15:00,9/15/2016 17:00,25.6,12.63000011,17.3,44,96.7,87,25.6,25.6,18.3,287,0,342,176,349,101,25.6,0,44.1,0.004
48.82233,9.41631,9/15/2016 16:00,9/15/2016 18:00,23.6,12.89999962,16.8,51,96.8,89,23.6,23.6,18.9,288,0,187,134,156,101.1,23.6,0,44.7,0.003
48.82233,9.41631,9/15/2016 17:00,9/15/2016 19:00,21.3,12.93000031,16,59,96.8,71,21.3,21.3,16.1,291,0,55,54,0,101.2,21.3,0,45.2,0.003
48.82233,9.41631,9/15/2016 18:00,9/15/2016 20:00,18.4,12.84000015,14.9,70,96.9,36,18.4,18.4,11.7,293,0,0,0,0,101.3,18.4,0,45.8,0.001
48.82233,9.41631,9/15/2016 19:00,9/15/2016 21:00,15.5,11.34000015,13,76,96.9,0,15.5,15.5,7.3,281,0,0,0,0,101.3,15.5,0,43.6,0
48.82233,9.41631,9/15/2016 20:00,9/15/2016 22:00,16.8,11.32999992,13.5,70,97,71,16.8,16.8,6.3,264,0,0,0,0,101.4,16.8,0,46.5,0.001
48.82233,9.41631,9/15/2016 21:00,9/15/2016 23:00,17,11.75,13.9,71,97,100,17,17,7,267,0.00254,0,0,0,101.4,17,0,47.6,0.001
48.82233,9.41631,9/15/2016 22:00,9/16/2016 0:00,16.6,11.82999992,13.7,73,97,100,16.6,16.6,7.5,287,0.00254,0,0,0,101.4,16.6,0,47.5,0.001
48.82233,9.41631,9/15/2016 23:00,9/16/2016 1:00,15.7,11.23999977,13.1,76,97.1,83,15.7,15.7,8.2,294,0.00254,0,0,0,101.5,15.7,0,48.4,0.001
48.82233,9.41631,9/16/2016 0:00,9/16/2016 2:00,14.3,10.53999996,12.2,79,97.1,89,14.3,14.3,7,290,0,0,0,0,101.5,14.3,0,49.3,0.001
48.82233,9.41631,9/16/2016 1:00,9/16/2016 3:00,13.3,10.52999973,11.7,83,97.1,62,13.3,13.3,5.9,282,0,0,0,0,101.5,13.3,0,49.3,0
48.82233,9.41631,9/16/2016 2:00,9/16/2016 4:00,12.4,10.23999977,11.2,87,97.1,27,12.4,12.4,4.4,270,0,0,0,0,101.5,12.4,0,48.5,0
48.82233,9.41631,9/16/2016 3:00,9/16/2016 5:00,11.5,9.829999924,10.6,89,97.1,42,11.5,11.5,3.5,256,0,0,0,0,101.5,11.5,0,45.5,0
48.82233,9.41631,9/16/2016 4:00,9/16/2016 6:00,10.9,9.43999958,10.1,91,97.1,57,10.9,10.9,3.6,241,0,0,0,0,101.5,10.9,0,43.2,0
48.82233,9.41631,9/16/2016 5:00,9/16/2016 7:00,10.9,9.520000458,10.1,91,97.2,86,10.9,10.9,3.6,244,0,0,0,0,101.6,10.9,0,41.5,0
48.82233,9.41631,9/16/2016 6:00,9/16/2016 8:00,14.5,10.34000015,12.1,76,97.2,92,14.5,14.5,3.7,248,0,45,34,151,101.6,14.5,0,40.8,0
48.82233,9.41631,9/16/2016 7:00,9/16/2016 9:00,16,10.14000034,12.6,68,97.1,92,16,16,4.3,228,0,129,89,166,101.5,16,0,35.7,0.001
48.82233,9.41631,9/16/2016 8:00,9/16/2016 10:00,17.1,9.600000381,12.9,62,97.1,88,17.1,17.1,6.4,254,0,121,121,0,101.5,17.1,0,37.3,0.001
48.82233,9.41631,9/16/2016 9:00,9/16/2016 11:00,17.1,9.529999733,12.8,62,97.2,98,17.1,17.1,9.1,250,0,82,82,0,101.6,17.1,0,39.7,0.001
48.82233,9.41631,9/16/2016 10:00,9/16/2016 12:00,16.9,9.729999542,12.8,63,97.2,98,16.9,16.9,9.4,267,0,88,88,0,101.6,16.9,0,40.4,0.001
48.82233,9.41631,9/16/2016 11:00,9/16/2016 13:00,16.9,9.710000038,12.7,62,97.2,94,16.9,16.9,10,278,0,121,120,0,101.6,16.9,0,41,0.001
48.82233,9.41631,9/16/2016 12:00,9/16/2016 14:00,17.5,9.460000038,12.8,59,97.2,90,17.5,17.5,10.5,288,0,189,187,3,101.6,17.5,0,41.5,0.002
48.82233,9.41631,9/16/2016 13:00,9/16/2016 15:00,19,11.09000015,14.2,60,97.1,86,19,19,12.8,308,0.00254,249,241,11,101.5,19,0,41.8,0.002
48.82233,9.41631,9/16/2016 14:00,9/16/2016 16:00,18.4,11.18000031,14,63,97.1,92,18.4,18.4,12.1,311,0.00254,161,160,0,101.4,18.4,0,42.5,0.002
48.82233,9.41631,9/16/2016 15:00,9/16/2016 17:00,18.7,10.97999954,14.1,61,97,74,18.7,18.7,11.2,318,0,229,197,68,101.4,18.7,0,43.4,0.002
48.82233,9.41631,9/16/2016 16:00,9/16/2016 18:00,18.3,10.80000019,13.8,61,97,63,18.3,18.3,10.5,323,0,167,138,88,101.4,18.3,0,42,0.002
48.82233,9.41631,9/16/2016 17:00,9/16/2016 19:00,16.5,10.96000004,13.2,70,97,61,16.5,16.5,8,325,0,47,47,0,101.4,16.5,0,42.1,0.001
48.82233,9.41631,9/16/2016 18:00,9/16/2016 20:00,14.4,10.81999969,12.3,79,97,85,14.4,14.4,8,325,0.00254,0,0,0,101.4,14.4,0,42.3,0.001
48.82233,9.41631,9/16/2016 19:00,9/16/2016 21:00,13.9,10.97000027,12.2,83,97,95,13.9,13.9,7.3,322,0,0,0,0,101.4,13.9,0,41.2,0
48.82233,9.41631,9/16/2016 20:00,9/16/2016 22:00,12.9,10.71000004,11.7,87,97.1,98,12.9,12.9,5.1,258,0.014,0,0,0,101.5,12.9,0,41.9,0
48.82233,9.41631,9/16/2016 21:00,9/16/2016 23:00,12.7,10.48999977,11.5,87,97,99,12.7,12.7,4,243,0.023,0,0,0,101.4,12.7,0,37.6,0
48.82233,9.41631,9/16/2016 22:00,9/17/2016 0:00,12.9,10.53999996,11.5,86,97.1,100,12.9,12.9,5.3,251,0.037,0,0,0,101.5,12.9,0,36.9,0
48.82233,9.41631,9/16/2016 23:00,9/17/2016 1:00,12.6,10.47999954,11.4,87,97.1,97,12.6,12.6,5.5,238,0.045,0,0,0,101.5,12.6,0,36.8,0
48.82233,9.41631,9/17/2016 0:00,9/17/2016 2:00,12.4,10.60999966,11.4,89,97.1,100,12.4,12.4,5.8,211,0.065,0,0,0,101.5,12.4,0,37.8,0
48.82233,9.41631,9/17/2016 1:00,9/17/2016 3:00,12.4,11.10999966,11.7,92,97.1,99,12.4,12.4,4.7,214,0.056,0,0,0,101.5,12.4,0,44.1,0
48.82233,9.41631,9/17/2016 2:00,9/17/2016 4:00,12.1,10.97000027,11.4,93,97,100,12.1,12.1,4.8,208,0.014,0,0,0,101.4,12.1,0,43.2,0
48.82233,9.41631,9/17/2016 3:00,9/17/2016 5:00,12.1,10.97999954,11.4,93,97,99,12.1,12.1,6.7,216,0,0,0,0,101.5,12.1,0,39.2,-0.001
48.82233,9.41631,9/17/2016 4:00,9/17/2016 6:00,11.7,10.60999966,11.1,93,97,97,11.7,11.7,6.4,226,0,0,0,0,101.4,11.7,0,39.4,0
48.82233,9.41631,9/17/2016 5:00,9/17/2016 7:00,10.6,9.949999809,10.3,96,97,99,10.6,10.6,6.5,229,0,0,0,0,101.5,10.6,0,37.8,0
48.82233,9.41631,9/17/2016 6:00,9/17/2016 8:00,11.8,10.44999981,11.1,92,97.1,99,11.8,11.8,6.9,236,0,51,36,213,101.5,11.8,0,34.4,0
48.82233,9.41631,9/17/2016 7:00,9/17/2016 9:00,13.6,11.76000023,12.5,89,97,98,13.6,13.6,7.5,275,0,123,105,75,101.4,13.6,0,32.9,0
48.82233,9.41631,9/17/2016 8:00,9/17/2016 10:00,14.7,11.90999985,13,83,97,98,14.7,14.7,9.8,288,0.00254,227,168,151,101.5,14.7,0,32.1,0.001
48.82233,9.41631,9/17/2016 9:00,9/17/2016 11:00,16.1,11.78999996,13.5,76,97.1,96,16.1,16.1,11.4,296,0,371,221,288,101.5,16.1,0,32.7,0.001
48.82233,9.41631,9/17/2016 10:00,9/17/2016 12:00,18.2,10.56999969,13.7,61,97.1,98,18.2,18.2,13.1,297,0,502,237,430,101.5,18.2,0,32,0.002
48.82233,9.41631,9/17/2016 11:00,9/17/2016 13:00,19.6,9.380000114,13.6,52,97.1,97,19.6,19.6,13.9,301,0,564,245,475,101.4,19.6,0,32.3,0.003
48.82233,9.41631,9/17/2016 12:00,9/17/2016 14:00,20.4,8.609999657,13.5,46,97,98,20.4,20.4,14.7,304,0,547,287,380,101.4,20.4,0,32.2,0.003
48.82233,9.41631,9/17/2016 13:00,9/17/2016 15:00,20.4,9.479999542,13.9,49,97,99,20.4,20.4,13.9,310,0,501,290,324,101.4,20.4,0,29.6,0.003
48.82233,9.41631,9/17/2016 14:00,9/17/2016 16:00,20,9.670000076,13.9,51,97,99,20,20,13.9,308,0,324,260,109,101.4,20,0,28.9,0.003
48.82233,9.41631,9/17/2016 15:00,9/17/2016 17:00,19.4,9.829999924,13.7,54,97,100,19.4,19.4,13.3,311,0,186,177,19,101.3,19.4,0,27.1,0.002
48.82233,9.41631,9/17/2016 16:00,9/17/2016 18:00,18.1,10.35999966,13.5,60,97,100,18.1,18.1,13.2,303,0,86,86,0,101.3,18.1,0,26.1,0.002
48.82233,9.41631,9/17/2016 17:00,9/17/2016 19:00,16.3,11.02000046,13.1,70,97,99,16.3,16.3,11.2,295,0,21,21,0,101.4,16.3,0,21.2,0.001
48.82233,9.41631,9/17/2016 18:00,9/17/2016 20:00,14.5,11.52999973,12.7,82,97,99,14.5,14.5,10.3,289,0.00254,0,0,0,101.4,14.5,0,18.8,0.001
48.82233,9.41631,9/17/2016 19:00,9/17/2016 21:00,14.1,12.39999962,13.1,90,97,99,14.1,14.1,11,285,0.034,0,0,0,101.4,14.1,0,20.4,0
48.82233,9.41631,9/17/2016 20:00,9/17/2016 22:00,13.9,12.81000042,13.2,93,97,100,13.9,13.9,12,283,0.072,0,0,0,101.4,13.9,0,22.8,0
48.82233,9.41631,9/17/2016 21:00,9/17/2016 23:00,13.7,12.86999989,13.2,95,96.9,100,13.7,13.7,12.6,282,0.141,0,0,0,101.3,13.7,0,24.2,0
48.82233,9.41631,9/17/2016 22:00,9/18/2016 0:00,13.5,12.80000019,13.1,95,96.9,100,13.5,13.5,13.3,279,0.225,0,0,0,101.3,13.5,0,25.5,0
48.82233,9.41631,9/17/2016 23:00,9/18/2016 1:00,13.3,12.56999969,12.9,96,96.9,100,13.3,13.3,14.2,274,0.209,0,0,0,101.3,13.3,0,27.6,0
48.82233,9.41631,9/18/2016 0:00,9/18/2016 2:00,13.1,12.38000011,12.7,96,96.9,100,13.1,13.1,15.5,270,0.095,0,0,0,101.3,13.1,0,30.3,0
48.82233,9.41631,9/18/2016 1:00,9/18/2016 3:00,13.4,12.81000042,13,96,96.9,100,13.4,13.4,17,276,0.04,0,0,0,101.3,13.4,0,33.4,0
48.82233,9.41631,9/18/2016 2:00,9/18/2016 4:00,13.4,12.75,13,96,96.8,100,13.4,13.4,16.3,270,0.029,0,0,0,101.2,13.4,0,31.9,0
48.82233,9.41631,9/18/2016 3:00,9/18/2016 5:00,13.3,12.72999954,13,96,96.7,100,13.3,13.3,14.8,267,0.044,0,0,0,101.2,13.3,0,28.3,0
48.82233,9.41631,9/18/2016 4:00,9/18/2016 6:00,13.3,12.69999981,13,97,96.8,100,13.3,13.3,14.3,269,0.079,0,0,0,101.2,13.3,0,27.1,0
48.82233,9.41631,9/18/2016 5:00,9/18/2016 7:00,13.3,12.69999981,12.9,97,96.8,100,13.3,13.3,13.9,269,0.092,0,0,0,101.2,13.3,0,25.9,0
48.82233,9.41631,9/18/2016 6:00,9/18/2016 8:00,13.3,12.73999977,13,96,96.8,100,13.3,13.3,13.4,270,0.101,7,7,0,101.2,13.3,0,24.8,0
48.82233,9.41631,9/18/2016 7:00,9/18/2016 9:00,14,13.43000031,13.6,97,96.7,100,14,14,6.3,267,0.158,12,11,0,101.1,14,0,23.5,0
48.82233,9.41631,9/18/2016 8:00,9/18/2016 10:00,14.1,13.52000046,13.8,97,96.7,100,14.1,14.1,5.4,263,0.262,15,14,0,101.1,14.1,0,27,0
48.82233,9.41631,9/18/2016 9:00,9/18/2016 11:00,14.1,13.53999996,13.8,96,96.7,100,14.1,14.1,4.4,268,0.302,18,17,0,101.1,14.1,0,31.5,0
48.82233,9.41631,9/18/2016 10:00,9/18/2016 12:00,14.2,13.57999992,13.8,96,96.8,100,14.2,14.2,3.5,295,0.28,25,24,0,101.2,14.2,0,32,0
48.82233,9.41631,9/18/2016 11:00,9/18/2016 13:00,14.4,13.56999969,13.9,96,96.8,100,14.4,14.4,3.9,326,0.215,37,37,0,101.2,14.4,0,31.6,0
48.82233,9.41631,9/18/2016 12:00,9/18/2016 14:00,14.6,13.77000046,14.1,95,96.8,100,14.6,14.6,4.8,339,0.132,66,65,0,101.2,14.6,0,30.9,0
48.82233,9.41631,9/18/2016 13:00,9/18/2016 15:00,15.4,14.47999954,14.8,94,96.8,100,15.4,15.4,6.3,22,0.078,89,89,0,101.2,15.4,0,35.9,0
48.82233,9.41631,9/18/2016 14:00,9/18/2016 16:00,15.7,14.75,15,94,96.8,100,15.7,15.7,6.3,9,0.066,115,114,0,101.2,15.7,0,37.1,0
48.82233,9.41631,9/18/2016 15:00,9/18/2016 17:00,15.3,14.53999996,14.8,95,96.8,99,15.3,15.3,7.3,358,0.063,50,50,0,101.2,15.3,0,34.6,0
48.82233,9.41631,9/18/2016 16:00,9/18/2016 18:00,14.9,14.35999966,14.5,96,96.8,99,14.9,14.9,7.9,5,0.052,26,25,0,101.2,14.9,0,29.7,0
48.82233,9.41631,9/18/2016 17:00,9/18/2016 19:00,14.5,14.02999973,14.2,97,96.9,99,14.5,14.5,8.9,8,0.054,6,5,0,101.3,14.5,0,26.4,0
48.82233,9.41631,9/18/2016 18:00,9/18/2016 20:00,14.2,13.68999958,13.9,97,96.9,98,14.2,14.2,10.7,10,0.035,0,0,0,101.3,14.2,0,26.5,0
48.82233,9.41631,9/18/2016 19:00,9/18/2016 21:00,13.8,13.19999981,13.4,97,96.9,98,13.8,13.8,11.2,7,0.041,0,0,0,101.3,13.8,0,41.8,0
48.82233,9.41631,9/18/2016 20:00,9/18/2016 22:00,13.6,13.06999969,13.3,96,97,99,13.6,13.6,10.5,2,0.013,0,0,0,101.4,13.6,0,45.2,0
48.82233,9.41631,9/18/2016 21:00,9/18/2016 23:00,13.5,12.90999985,13.2,96,97,99,13.5,13.5,9.4,354,0,0,0,0,101.4,13.5,0,41.8,0
48.82233,9.41631,9/18/2016 22:00,9/19/2016 0:00,13.2,12.55000019,12.9,96,97,99,13.2,13.2,8.2,346,0,0,0,0,101.4,13.2,0,38.8,0
48.82233,9.41631,9/18/2016 23:00,9/19/2016 1:00,11.9,11.53999996,11.7,98,97.1,79,11.9,11.9,7.5,332,0.00254,0,0,0,101.5,11.9,0,35.3,0
48.82233,9.41631,9/19/2016 0:00,9/19/2016 2:00,11.2,10.84000015,11,98,97.1,55,11.2,11.2,7.4,319,0.00254,0,0,0,101.5,11.2,0,32.1,0
48.82233,9.41631,9/19/2016 1:00,9/19/2016 3:00,11.4,11.02999973,11.2,98,97.1,30,11.4,11.4,8,314,0,0,0,0,101.5,11.4,0,31.2,0
48.82233,9.41631,9/19/2016 2:00,9/19/2016 4:00,11,10.68999958,10.8,98,97.1,31,11,11,7,307,0,0,0,0,101.5,11,0,30.9,0
48.82233,9.41631,9/19/2016 3:00,9/19/2016 5:00,11.1,10.75,10.9,98,97.1,62,11.1,11.1,7.2,294,0,0,0,0,101.6,11.1,0,28.2,0
48.82233,9.41631,9/19/2016 4:00,9/19/2016 6:00,11.2,10.90999985,11.1,98,97.1,82,11.2,11.2,7.5,291,0,0,0,0,101.6,11.2,0,24.4,0
48.82233,9.41631,9/19/2016 5:00,9/19/2016 7:00,11.4,11.06999969,11.2,99,97.2,92,11.4,11.4,7.8,290,0,0,0,0,101.6,11.4,0,20.8,0
48.82233,9.41631,9/19/2016 6:00,9/19/2016 8:00,11.9,11.39000034,11.6,97,97.2,100,11.9,11.9,8.3,293,0,31,27,68,101.7,11.9,0,18.2,0
48.82233,9.41631,9/19/2016 7:00,9/19/2016 9:00,12.6,11.68000031,12.1,94,97.2,99,12.6,12.6,9.1,303,0,85,83,9,101.7,12.6,0,18.1,0
48.82233,9.41631,9/19/2016 8:00,9/19/2016 10:00,13.8,11.46000004,12.4,86,97.3,79,13.8,13.8,10.9,308,0,228,159,181,101.7,13.8,0,21.9,0
48.82233,9.41631,9/19/2016 9:00,9/19/2016 11:00,14.8,10.71000004,12.4,77,97.3,62,14.8,14.8,13.2,314,0,329,253,150,101.7,14.8,0,26.5,0.001
48.82233,9.41631,9/19/2016 10:00,9/19/2016 12:00,16,9.670000076,12.3,66,97.3,52,16,16,14.6,318,0,442,263,295,101.7,16,0,29.7,0.002
48.82233,9.41631,9/19/2016 11:00,9/19/2016 13:00,16.9,9.020000458,12.4,59,97.3,51,16.9,16.9,14.3,321,0,503,274,345,101.8,16.9,0,29.6,0.002
48.82233,9.41631,9/19/2016 12:00,9/19/2016 14:00,17.5,8.739999771,12.4,56,97.3,49,17.5,17.5,13.6,328,0,513,281,344,101.8,17.5,0,28.6,0.002
