ID,Scrap
"0603204C",1
"0605204C",1
"0606204C",1
"0607204C",1
"0608204C",1
"0609204C",1
"0610204C",1
"0611204C",1
"0612204C",1
"0613204C",1
"0614204C",1
"0615204C",1
"0616204C",1
"0617204C",1
"0618204C",1
"0619204C",1
"0620204C",1
"0621204C",1
"0622204C",1
"0623204C",1
"0624204C",1
"0625204C",1
"0626204C",1
"0627204C",1
"0628204C",1
"0629204C",1
"0631204C",1
"0632204C",1
"0636204C",1
"0642204C",1
"0643204C",1
"0646204C",1
"0647204C",1
"0648204C",1
"0649204C",1
"0651204C",1
"0652204C",1
"0659204C",1
"0660204C",1
"0661204C",1
"0662204C",1
"0667204C",1
"0668204C",1
"0669204C",1
"0672204C",1
"0689204C",1
"0691204C",1
"0692204C",1
"0695204C",1
"0699204C",1
"0701204C",1
"0702204C",1
"0703204C",1
"0704204C",1
"0705204C",1
"0706204C",1
"0707204C",1
"0708204C",1
"0710204C",1
"0711204C",1
"0712204C",1
"0713204C",1
"0714204C",1
"0716204C",1
"0717204C",1
"0719204C",1
"0720204C",1
"0721204C",1
"0722204C",1
"0723204C",1
"0725204C",1
"0728204C",1
"0729204C",1
"0734204C",1
"0736204C",1
"0737204C",1
"0739204C",1
"0740204C",1
"0742204C",1
"0743204C",1
"0744204C",1
"0745204C",1
"0747204C",1
"0748204C",1
"0749204C",1
"0750204C",1
"0751204C",1
"0752204C",1
"0755204C",1
"0758204C",1
"0760204C",1
"0762204C",1
"0763204C",1
"0764204C",1
"0767204C",1
"0768204C",1
"0770204C",1
"0772204C",1
"0781204C",1
"0783204C",1
"0784204C",1
"0787204C",1
"0788204C",1
"0794204C",1
"0800204C",1
"0801204C",1
"0802204C",1
"0803204C",1
"0805204C",1
"0806204C",1
"0807204C",1
"0811204C",1
"0812204C",1
"0813204C",1
"0818204C",1
"0819204C",1
"0825204C",1
"0829204C",1
"0831204C",1
"0832204C",1
"0834204C",1
"0836204C",1
"0837204C",1
"0851204C",1
"0852204C",1
"0858204C",1
"0001205C",1
"0007205C",1
"0008205C",1
"0009205C",1
"0011205C",1
"0013205C",1
"0015205C",1
"0017205C",1
"0018205C",1
"0019205C",1
"0020205C",1
"0023205C",1
"0025205C",1
"0026205C",1
"0029205C",1
"0030205C",1
"0031205C",1
"0039205C",1
"0040205C",1
"0043205C",1
"0045205C",1
"0047205C",1
"0052205C",1
"0053205C",1
"0058205C",1
"0061205C",1
"0062205C",1
"0070205C",1
"0077205C",1
"0078205C",1
"0080205C",1
"0083205C",1
"0084205C",1
"0089205C",1
"0091205C",1
"0096205C",1
"0099205C",1
"0189205C",1
"0240205C",1
"0343205C",1
"0404205C",1
"0001207C",1
"0003207C",1
"0005207C",1
"0007207C",1
"0008207C",1
"0009207C",1
"0011207C",1
"0012207C",1
"0013207C",1
"0014207C",1
"0017207C",1
"0019207C",1
"0022207C",1
"0023207C",1
"0024207C",1
"0025207C",1
"0026207C",1
"0027207C",1
"0029207C",1
"0030207C",1
"0031207C",1
"0033207C",1
"0034207C",1
"0036207C",1
"0037207C",1
"0038207C",1
"0039207C",1
"0041207C",1
"0042207C",1
"0043207C",1
"0044207C",1
"0046207C",1
"0047207C",1
"0048207C",1
"0051207C",1
"0053207C",1
"0062207C",1
"0067207C",1
"0070207C",1
"0073207C",1
"0081207C",1
"0101207C",1
"0106207C",1
"0109207C",1
"0110207C",1
"0119207C",1
"0120207C",1
"0128207C",1
"0129207C",1
"0136207C",1
"0142207C",1
"0144207C",1
"0151207C",1
"0153207C",1
"0154207C",1
"0157207C",1
"0165207C",1
"0166207C",1
"0179207C",1
"0183207C",1
"0185207C",1
"0194207C",1
"0197207C",1
"0203207C",1
"0205207C",1
"0209207C",1
"0210207C",1
"0212207C",1
"0216207C",1
"0221207C",1
"0224207C",1
"0231207C",1
"0236207C",1
"0237207C",1
"0238207C",1
"0239207C",1
"0240207C",1
"0242207C",1
"0250207C",1
"0263207C",1
"0269207C",1
"0270207C",1
"0273207C",1
"0275207C",1
"0289207C",1
"0303207C",1
"0310207C",1
"0312207C",1
"0317207C",1
"0318207C",1
"0324207C",1
"0327207C",1
"0334207C",1
"0342207C",1
"0344207C",1
"0346207C",1
"0347207C",1
"0348207C",1
"0355207C",1
"0356207C",1
"0358207C",1
"0359207C",1
"0362207C",1
"0367207C",1
"0368207C",1
"0369207C",1
"0370207C",1
"0372207C",1
"0375207C",1
"0376207C",1
"0377207C",1
"0378207C",1
"0381207C",1
"0385207C",1
"0386207C",1
"0387207C",1
"0388207C",1
"0389207C",1
"0390207C",1
"0391207C",1
"0393207C",1
"0396207C",1
"0397207C",1
"0399207C",1
"0403207C",1
"0404207C",1
"0407207C",1
"0410207C",1
"0413207C",1
"0415207C",1
"0416207C",1
"0417207C",1
"0421207C",1
"0422207C",1
"0423207C",1
"0424207C",1
"0425207C",1
"0426207C",1
"0427207C",1
"0429207C",1
"0430207C",1
"0431207C",1
"0434207C",1
"0436207C",1
"0440207C",1
"0445207C",1
"0447207C",1
"0449207C",1
"0452207C",1
"0457207C",1
"0458207C",1
"0459207C",1
"0462207C",1
"0463207C",1
"0465207C",1
"0549207C",1
"0678207C",1
"0003208C",1
"0004208C",1
"0005208C",1
"0006208C",1
"0008208C",1
"0011208C",1
"0012208C",1
"0015208C",1
"0017208C",1
"0018208C",1
"0020208C",1
"0021208C",1
"0024208C",1
"0037208C",1
"0049208C",1
"0055208C",1
"0057208C",1
"0059208C",1
"0065208C",1
"0066208C",1
"0069208C",1
"0072208C",1
"0074208C",1
"0076208C",1
"0077208C",1
"0079208C",1
"0080208C",1
"0083208C",1
"0085208C",1
"0095208C",1
"0101208C",1
"0102208C",1
"0103208C",1
"0115208C",1
"0117208C",1
"0118208C",1
"0123208C",1
"0127208C",1
"0149208C",1
"0150208C",1
"0154208C",1
"0156208C",1
"0163208C",1
"0171208C",1
"0172208C",1
"0173208C",1
"0174208C",1
"0175208C",1
"0177208C",1
"0178208C",1
"0181208C",1
"0182208C",1
"0183208C",1
"0185208C",1
"0187208C",1
"0191208C",1
"0192208C",1
"0194208C",1
"0195208C",1
"0197208C",1
"0198208C",1
"0201208C",1
"0203208C",1
"0205208C",1
"0213208C",1
"0239208C",1
"0249208C",1
"0251208C",1
"0252208C",1
"0255208C",1
"0257208C",1
"0258208C",1
"0260208C",1
"0268208C",1
"0269208C",1
"0271208C",1
"0272208C",1
"0273208C",1
"0274208C",1
"0275208C",1
"0278208C",1
"0280208C",1
"0283208C",1
"0289208C",1
"0294208C",1
"0301208C",1
"0309208C",1
"0312208C",1
"0313208C",1
"0315208C",1
"0321208C",1
"0323208C",1
"0326208C",1
"0339208C",1
"0340208C",1
"0347208C",1
"0348208C",1
"0349208C",1
"0354208C",1
"0356208C",1
"0358208C",1
"0360208C",1
"0362208C",1
"0365208C",1
"0367208C",1
"0370208C",1
"0371208C",1
"0374208C",1
"0375208C",1
"0378208C",1
"0379208C",1
"0380208C",1
"0381208C",1
"0383208C",1
"0385208C",1
"0386208C",1
"0388208C",1
"0389208C",1
"0391208C",1
"0393208C",1
"0398208C",1
"0402208C",1
"0403208C",1
"0404208C",1
"0407208C",1
"0408208C",1
"0409208C",1
"0411208C",1
"0415208C",1
"0416208C",1
"0417208C",1
"0420208C",1
"0422208C",1
"0424208C",1
"0432208C",1
"0439208C",1
"0441208C",1
"0442208C",1
"0443208C",1
"0447208C",1
"0449208C",1
"0452208C",1
"0453208C",1
"0459208C",1
"0461208C",1
"0466208C",1
"0469208C",1
"0470208C",1
"0482208C",1
"0492208C",1
"0509208C",1
"0510208C",1
"0513208C",1
"0518208C",1
"0519208C",1
"0521208C",1
"0522208C",1
"0533208C",1
"0535208C",1
"0536208C",1
"0538208C",1
"0540208C",1
"0546208C",1
"0547208C",1
"0552208C",1
"0556208C",1
"0562208C",1
"0565208C",1
"0567208C",1
"0571208C",1
"0574208C",1
"0575208C",1
"0578208C",1
"0583208C",1
"0585208C",1
"0588208C",1
"0589208C",1
"0590208C",1
"0591208C",1
"0594208C",1
"0595208C",1
"0600208C",1
"0611208C",1
"0615208C",1
"0617208C",1
"0622208C",1
"0623208C",1
"0626208C",1
"0629208C",1
"0634208C",1
"0637208C",1
"0638208C",1
"0645208C",1
"0646208C",1
"0647208C",1
"0652208C",1
"0660208C",1
"0665208C",1
"0666208C",1
"0669208C",1
"0671208C",1
"0672208C",1
"0673208C",1
"0674208C",1
"0675208C",1
"0676208C",1
"0677208C",1
"0686208C",1
"0690208C",1
"0004209C",1
"0008209C",1
"0009209C",1
"0010209C",1
"0011209C",1
"0012209C",1
"0013209C",1
"0014209C",1
"0015209C",1
"0016209C",1
"0020209C",1
"0021209C",1
"0022209C",1
"0023209C",1
"0024209C",1
"0026209C",1
"0031209C",1
"0032209C",1
"0033209C",1
"0035209C",1
"0053209C",1
"0055209C",1
"0056209C",1
"0058209C",1
"0059209C",1
"0061209C",1
"0065209C",1
"0066209C",1
"0074209C",1
"0075209C",1
"0082209C",1
"0083209C",1
"0088209C",1
"0094209C",1
"0097209C",1
"0100209C",1
"0101209C",1
"0102209C",1
"0105209C",1
"0106209C",1
"0107209C",1
"0109209C",1
"0110209C",1
"0119209C",1
"0125209C",1
"0126209C",1
"0131209C",1
"0138209C",1
"0139209C",1
"0140209C",1
"0141209C",1
"0143209C",1
"0147209C",1
"0150209C",1
"0152209C",1
"0154209C",1
"0156209C",1
"0169209C",1
"0171209C",1
"0177209C",1
"0184209C",1
"0185209C",1
"0188209C",1
"0192209C",1
"0194209C",1
"0195209C",1
"0196209C",1
"0198209C",1
"0199209C",1
"0202209C",1
"0204209C",1
"0205209C",1
"0207209C",1
"0209209C",1
"0213209C",1
"0214209C",1
"0219209C",1
"0220209C",1
"0221209C",1
"0222209C",1
"0223209C",1
"0224209C",1
"0225209C",1
"0228209C",1
"0229209C",1
"0230209C",1
"0231209C",1
"0232209C",1
"0233209C",1
"0234209C",1
"0237209C",1
"0239209C",1
"0241209C",1
"0242209C",1
"0245209C",1
"0246209C",1
"0247209C",1
"0248209C",1
"0249209C",1
"0250209C",1
"0252209C",1
"0253209C",1
"0254209C",1
"0255209C",1
"0256209C",1
"0257209C",1
"0262209C",1
"0264209C",1
"0268209C",1
"0270209C",1
"0274209C",1
"0278209C",1
"0282209C",1
"0283209C",1
"0284209C",1
"0285209C",1
"0287209C",1
"0288209C",1
"0290209C",1
"0292209C",1
"0293209C",1
"0295209C",1
"0305209C",1
"0316209C",1
"0317209C",1
"0318209C",1
"0323209C",1
"0324209C",1
"0349209C",1
"0354209C",1
"0359209C",1
"0360209C",1
"0364209C",1
"0380209C",1
"0391209C",1
"0393209C",1
"0396209C",1
"0398209C",1
"0403209C",1
"0404209C",1
"0407209C",1
"0412209C",1
"0415209C",1
"0416209C",1
"0424209C",1
"0427209C",1
"0433209C",1
"0448209C",1
"0450209C",1
"0462209C",1
"0467209C",1
"0472209C",1
"0480209C",1
"0482209C",1
"0486209C",1
"0489209C",1
"0492209C",1
"0494209C",1
"0503209C",1
"0506209C",1
"0509209C",1
"0513209C",1
"0515209C",1
"0517209C",1
"0521209C",1
"0522209C",1
"0523209C",1
"0529209C",1
"0530209C",1
"0531209C",1
"0532209C",1
"0545209C",1
"0550209C",1
"0552209C",1
"0558209C",1
"0559209C",1
"0560209C",1
"0561209C",1
"0562209C",1
"0563209C",1
"0564209C",1
"0565209C",1
"0567209C",1
"0569209C",1
"0570209C",1
"0571209C",1
"0572209C",1
"0574209C",1
"0577209C",1
"0583209C",1
"0584209C",1
"0585209C",1
"0586209C",1
"0587209C",1
"0588209C",1
"0591209C",1
"0592209C",1
"0594209C",1
"0595209C",1
"0596209C",1
"0597209C",1
"0598209C",1
"0600209C",1
"0601209C",1
"0602209C",1
"0605209C",1
"0606209C",1
"0608209C",1
"0609209C",1
"0610209C",1
"0611209C",1
"0613209C",1
"0614209C",1
"0615209C",1
"0616209C",1
"0617209C",1
"0618209C",1
"0619209C",1
"0620209C",1
"0621209C",1
"0622209C",1
"0623209C",1
"0624209C",1
"0625209C",1
"0626209C",1
"0628209C",1
"0629209C",1
"0630209C",1
"0631209C",1
"0632209C",1
"0633209C",1
"0634209C",1
"0635209C",1
"0639209C",1
"0640209C",1
"0641209C",1
"0642209C",1
"0643209C",1
"0645209C",1
"0647209C",1
"0649209C",1
"0650209C",1
"0651209C",1
"0652209C",1
"0653209C",1
"0656209C",1
"0658209C",1
"0659209C",1
"0668209C",1
"0669209C",1
"0673209C",1
"0674209C",1
"0678209C",1
"0681209C",1
"0697209C",1
"0700209C",1
"0710209C",1
"0715209C",1
"0718209C",1
"0720209C",1
"0722209C",1
"0723209C",1
"0726209C",1
"0729209C",1
"0741209C",1
"0747209C",1
"0749209C",1
"0752209C",1
"0774209C",1
"0775209C",1
"0778209C",1
"0015210C",1
"0030210C",1
"0033210C",1
"0035210C",1
"0045210C",1
"0055210C",1
"0062210C",1
"0068210C",1
"0074210C",1
"0078210C",1
"0088210C",1
"0106210C",1
"0111210C",1
"0119210C",1
"0121210C",1
"0123210C",1
"0125210C",1
"0127210C",1
"0128210C",1
"0129210C",1
"0130210C",1
"0131210C",1
"0133210C",1
"0134210C",1
"0135210C",1
"0138210C",1
"0139210C",1
"0140210C",1
"0142210C",1
"0143210C",1
"0144210C",1
"0148210C",1
"0149210C",1
"0154210C",1
"0155210C",1
"0156210C",1
"0157210C",1
"0158210C",1
"0160210C",1
"0161210C",1
"0162210C",1
"0163210C",1
"0165210C",1
"0166210C",1
"0167210C",1
"0169210C",1
"0170210C",1
"0171210C",1
"0172210C",1
"0173210C",1
"0177210C",1
"0178210C",1
"0179210C",1
"0180210C",1
"0181210C",1
"0182210C",1
"0183210C",1
"0184210C",1
"0185210C",1
"0187210C",1
"0189210C",1
"0191210C",1
"0193210C",1
"0194210C",1
"0195210C",1
"0196210C",1
"0197210C",1
"0199210C",1
"0200210C",1
"0201210C",1
"0202210C",1
"0205210C",1
"0207210C",1
"0208210C",1
"0209210C",1
"0210210C",1
"0217210C",1
"0236210C",1
"0257210C",1
"0261210C",1
"0263210C",1
"0268210C",1
"0273210C",1
"0274210C",1
"0279210C",1
"0281210C",1
"0283210C",1
"0284210C",1
"0287210C",1
"0288210C",1
"0297210C",1
"0301210C",1
"0311210C",1
"0315210C",1
"0319210C",1
"0325210C",1
"0329210C",1
"0336210C",1
"0337210C",1
"0338210C",1
"0339210C",1
"0342210C",1
"0352210C",1
"0353210C",1
"0368210C",1
"0369210C",1
"0371210C",1
"0381210C",1
"0382210C",1
"0383210C",1
"0385210C",1
"0395210C",1
"0396210C",1
"0411210C",1
"0413210C",1
"0414210C",1
"0415210C",1
"0417210C",1
"0418210C",1
"0423210C",1
"0425210C",1
"0426210C",1
"0428210C",1
"0431210C",1
"0433210C",1
"0439210C",1
"0441210C",1
"0444210C",1
"0445210C",1
"0446210C",1
"0447210C",1
"0448210C",1
"0453210C",1
"0454210C",1
"0455210C",1
"0456210C",1
"0460210C",1
"0461210C",1
"0463210C",1
"0471210C",1
"0473210C",1
"0482210C",1
"0485210C",1
"0491210C",1
"0492210C",1
"0497210C",1
"0501210C",1
"0503210C",1
"0506210C",1
"0513210C",1
"0517210C",1
"0518210C",1
"0519210C",1
"0520210C",1
"0529210C",1
"0535210C",1
"0547210C",1
"0554210C",1
"0560210C",1
"0564210C",1
"0572210C",1
"0574210C",1
"0576210C",1
"0587210C",1
"0597210C",1
"0599210C",1
"0605210C",1
"0613210C",1
"0617210C",1
"0619210C",1
"0620210C",1
"0622210C",1
"0623210C",1
"0625210C",1
"0629210C",1
"0631210C",1
"0639210C",1
"0640210C",1
"0642210C",1
"0645210C",1
"0653210C",1
"0658210C",1
"0660210C",1
"0669210C",1
"0670210C",1
"0674210C",1
"0677210C",1
"0678210C",1
"0680210C",1
"0681210C",1
"0683210C",1
"0689210C",1
"0690210C",1
"0691210C",1
"0695210C",1
"0697210C",1
"0699210C",1
"0703210C",1
"0709210C",1
"0721210C",1
"0005211C",1
"0009211C",1
"0010211C",1
"0012211C",1
"0013211C",1
"0014211C",1
"0015211C",1
"0016211C",1
"0017211C",1
"0018211C",1
"0020211C",1
"0021211C",1
"0022211C",1
"0024211C",1
"0025211C",1
"0026211C",1
"0031211C",1
"0032211C",1
"0034211C",1
"0037211C",1
"0038211C",1
"0039211C",1
"0040211C",1
"0042211C",1
"0043211C",1
"0045211C",1
"0047211C",1
"0048211C",1
"0050211C",1
"0051211C",1
"0052211C",1
"0054211C",1
"0059211C",1
"0062211C",1
"0063211C",1
"0067211C",1
"0068211C",1
"0095211C",1
"0115211C",1
"0130211C",1
"0132211C",1
"0133211C",1
"0147211C",1
"0157211C",1
"0158211C",1
"0167211C",1
"0173211C",1
"0174211C",1
"0177211C",1
"0188211C",1
"0191211C",1
"0192211C",1
"0196211C",1
"0201211C",1
"0202211C",1
"0211211C",1
"0212211C",1
"0214211C",1
"0219211C",1
"0230211C",1
"0234211C",1
"0235211C",1
"0236211C",1
"0248211C",1
"0250211C",1
"0256211C",1
"0257211C",1
"0259211C",1
"0261211C",1
"0262211C",1
"0263211C",1
"0264211C",1
"0265211C",1
"0266211C",1
"0270211C",1
"0275211C",1
"0277211C",1
"0278211C",1
"0279211C",1
"0282211C",1
"0283211C",1
"0286211C",1
"0292211C",1
"0294211C",1
"0302211C",1
"0306211C",1
"0318211C",1
"0321211C",1
"0324211C",1
"0327211C",1
"0328211C",1
"0330211C",1
"0338211C",1
"0349211C",1
"0350211C",1
"0351211C",1
"0358211C",1
"0361211C",1
"0363211C",1
"0367211C",1
"0375211C",1
"0382211C",1
"0384211C",1
"0387211C",1
"0388211C",1
"0395211C",1
"0397211C",1
"0400211C",1
"0403211C",1
"0406211C",1
"0408211C",1
"0410211C",1
"0411211C",1
"0413211C",1
"0414211C",1
"0418211C",1
"0419211C",1
"0428211C",1
"0454211C",1
"0470211C",1
"0472211C",1
"0474211C",1
"0484211C",1
"0530211C",1
"0559211C",1
"0570211C",1
"0573211C",1
"0577211C",1
"0584211C",1
"0585211C",1
"0586211C",1
"0587211C",1
"0592211C",1
"0603211C",1
"0608211C",1
"0610211C",1
"0620211C",1
"0622211C",1
"0634211C",1
"0641211C",1
"0643211C",1
"0654211C",1
"0701211C",1
"0707211C",1
"0709211C",1
"0710211C",1
"0712211C",1
"0713211C",1
"0714211C",1
"0715211C",1
"0716211C",1
"0718211C",1
"0721211C",1
"0722211C",1
"0723211C",1
"0724211C",1
"0725211C",1
"0732211C",1
"0734211C",1
"0740211C",1
"0741211C",1
"0742211C",1
"0745211C",1
"0747211C",1
"0763211C",1
"0765211C",1
"0003212C",1
"0009212C",1
"0021212C",1
"0024212C",1
"0025212C",1
"0027212C",1
"0029212C",1
"0031212C",1
"0034212C",1
"0037212C",1
"0039212C",1
"0041212C",1
"0042212C",1
"0043212C",1
"0044212C",1
"0047212C",1
"0049212C",1
"0063212C",1
"0064212C",1
"0070212C",1
"0077212C",1
"0078212C",1
"0079212C",1
"0080212C",1
"0081212C",1
"0086212C",1
"0532212C",1
"0317213C",1
"0067214C",1
"0085214C",1
"0130214C",1
"0135214C",1
"0144214C",1
"0177214C",1
"0215214C",1
"0216214C",1
"0217214C",1
"0222214C",1
"0226214C",1
"0252214C",1
"0260214C",1
"0416214C",1
"0015215C",1
"0027215C",1
"0041215C",1
"0111215C",1
"0221215C",1
"0222215C",1
"0254215C",1
"0265215C",1
"0411215C",1
"0433215C",1
"0483215C",1
"0573215C",1
"0578215C",1
"0582215C",1
"0666215C",1
"0670215C",1
"0713215C",1
"0717215C",1
"0731215C",1
"0737215C",1
"0012216C",1
"0025216C",1
"0062216C",1
"0076216C",1
"0077216C",1
"0106216C",1
"0110216C",1
"0117216C",1
"0158216C",1
"0170216C",1
"0184216C",1
"0186216C",1
"0238216C",1
"0244216C",1
"0261216C",1
"0278216C",1
"0304216C",1
"0315216C",1
"0366216C",1
"0368216C",1
"0376216C",1
"0428216C",1
"0434216C",1
"0438216C",1
"0444216C",1
"0445216C",1
"0460216C",1
"0470216C",1
"0471216C",1
"0493216C",1
"0494216C",1
"0507216C",1
"0517216C",1
"0519216C",1
"0520216C",1
"0522216C",1
"0525216C",1
"0526216C",1
"0527216C",1
"0531216C",1
"0533216C",1
"0559216C",1
"0561216C",1
"0562216C",1
"0563216C",1
"0564216C",1
"0566216C",1
"0568216C",1
"0571216C",1
"0573216C",1
"0575216C",1
"0578216C",1
"0579216C",1
"0582216C",1
"0584216C",1
"0585216C",1
"0816216C",1
"0006217C",1
"0008217C",1
"0010217C",1
"0012217C",1
"0013217C",1
"0014217C",1
"0017217C",1
"0018217C",1
"0021217C",1
"0024217C",1
"0025217C",1
"0026217C",1
"0027217C",1
"0030217C",1
"0031217C",1
"0033217C",1
"0034217C",1
"0035217C",1
"0038217C",1
"0039217C",1
"0041217C",1
"0042217C",1
"0043217C",1
"0046217C",1
"0047217C",1
"0048217C",1
"0049217C",1
"0054217C",1
"0055217C",1
"0074217C",1
"0076217C",1
"0081217C",1
"0083217C",1
"0087217C",1
"0094217C",1
"0096217C",1
"0097217C",1
"0098217C",1
"0101217C",1
"0102217C",1
"0103217C",1
"0106217C",1
"0107217C",1
"0108217C",1
"0109217C",1
"0110217C",1
"0111217C",1
"0112217C",1
"0115217C",1
"0117217C",1
"0119217C",1
"0120217C",1
"0123217C",1
"0125217C",1
"0126217C",1
"0130217C",1
"0131217C",1
"0132217C",1
"0135217C",1
"0136217C",1
"0139217C",1
"0141217C",1
"0143217C",1
"0145217C",1
"0146217C",1
"0149217C",1
"0152217C",1
"0155217C",1
"0156217C",1
"0158217C",1
"0160217C",1
"0162217C",1
"0164217C",1
"0165217C",1
"0167217C",1
"0170217C",1
"0176217C",1
"0179217C",1
"0182217C",1
"0193217C",1
"0195217C",1
"0197217C",1
"0201217C",1
"0207217C",1
"0209217C",1
"0213217C",1
"0217217C",1
"0222217C",1
"0232217C",1
"0235217C",1
"0236217C",1
"0241217C",1
"0244217C",1
"0245217C",1
"0247217C",1
"0253217C",1
"0259217C",1
"0261217C",1
"0263217C",1
"0266217C",1
"0267217C",1
"0269217C",1
"0271217C",1
"0273217C",1
"0274217C",1
"0277217C",1
"0281217C",1
"0283217C",1
"0288217C",1
"0292217C",1
"0293217C",1
"0295217C",1
"0300217C",1
"0301217C",1
"0302217C",1
"0304217C",1
"0305217C",1
"0307217C",1
"0308217C",1
"0309217C",1
"0311217C",1
"0312217C",1
"0325217C",1
"0327217C",1
"0373217C",1
"0443217C",1
"0501217C",1
"0555217C",1
"0574217C",1
"0599217C",1
"0611217C",1
"0630217C",1
"0636217C",1
"0642217C",1
"0657217C",1
"0674217C",1
"0739217C",1
"0744217C",1
"0756217C",1
"0771217C",1
"0779217C",1
"0782217C",1
"0787217C",1
"0833217C",1
"0837217C",1
"0840217C",1
"0844217C",1
"0845217C",1
"0865217C",1
"0001218C",1
"0022218C",1
"0031218C",1
"0034218C",1
"0041218C",1
"0043218C",1
"0045218C",1
"0087218C",1
"0088218C",1
"0089218C",1
"0091218C",1
"0093218C",1
"0123218C",1
"0131218C",1
"0133218C",1
"0188218C",1
"0215218C",1
"0226218C",1
"0251218C",1
"0256218C",1
"0257218C",1
"0279218C",1
"0323218C",1
"0409218C",1
"0421218C",1
"0424218C",1
"0430218C",1
"0431218C",1
"0432218C",1
"0433218C",1
"0434218C",1
"0437218C",1
"0438218C",1
"0444218C",1
"0446218C",1
"0447218C",1
"0451218C",1
"0454218C",1
"0457218C",1
"0458218C",1
"0462218C",1
"0464218C",1
"0467218C",1
"0468218C",1
"0472218C",1
"0475218C",1
"0478218C",1
"0479218C",1
"0480218C",1
"0485218C",1
"0486218C",1
"0488218C",1
"0491218C",1
"0494218C",1
"0495218C",1
"0499218C",1
"0506218C",1
"0514218C",1
"0520218C",1
"0521218C",1
"0535218C",1
"0542218C",1
"0550218C",1
"0551218C",1
"0552218C",1
"0553218C",1
"0567218C",1
"0569218C",1
"0570218C",1
"0574218C",1
"0579218C",1
"0580218C",1
"0582218C",1
"0588218C",1
"0596218C",1
"0598218C",1
"0600218C",1
"0602218C",1
"0604218C",1
"0606218C",1
"0610218C",1
"0611218C",1
"0626218C",1
"0639218C",1
"0644218C",1
"0649218C",1
"0669218C",1
"0005219C",1
"0042219C",1
"0043219C",1
"0059219C",1
"0070219C",1
"0071219C",1
"0073219C",1
"0074219C",1
"0080219C",1
"0081219C",1
"0091219C",1
"0094219C",1
"0096219C",1
"0100219C",1
"0104219C",1
"0105219C",1
"0111219C",1
"0112219C",1
"0115219C",1
"0130219C",1
"0133219C",1
"0136219C",1
"0539219C",1
"0592219C",1
"0024220C",1
"0044220C",1
"0053220C",1
"0003221C",1
"0004221C",1
"0007221C",1
"0013221C",1
"0016221C",1
"0019221C",1
"0031221C",1
"0038221C",1
"0053221C",1
"0056221C",1
"0058221C",1
"0071221C",1
"0074221C",1
"0077221C",1
"0091221C",1
"0096221C",1
"0105221C",1
"0110221C",1
"0112221C",1
"0114221C",1
"0118221C",1
"0119221C",1
"0122221C",1
"0131221C",1
"0136221C",1
"0138221C",1
"0174221C",1
"0176221C",1
"0180221C",1
"0182221C",1
"0190221C",1
"0194221C",1
"0200221C",1
"0201221C",1
"0203221C",1
"0206221C",1
"0210221C",1
"0212221C",1
"0214221C",1
"0220221C",1
"0222221C",1
"0226221C",1
"0230221C",1
"0235221C",1
"0240221C",1
"0241221C",1
"0242221C",1
"0243221C",1
"0248221C",1
"0254221C",1
"0258221C",1
"0260221C",1
"0263221C",1
"0264221C",1
"0270221C",1
"0274221C",1
"0277221C",1
"0278221C",1
"0279221C",1
"0284221C",1
"0289221C",1
"0293221C",1
"0295221C",1
"0300221C",1
"0303221C",1
"0304221C",1
"0313221C",1
"0317221C",1
"0325221C",1
"0327221C",1
"0331221C",1
"0343221C",1
"0349221C",1
"0353221C",1
"0357221C",1
"0363221C",1
"0379221C",1
"0381221C",1
"0386221C",1
"0403221C",1
"0404221C",1
"0411221C",1
"0413221C",1
"0414221C",1
"0425221C",1
"0428221C",1
"0429221C",1
"0433221C",1
"0437221C",1
"0442221C",1
"0443221C",1
"0452221C",1
"0454221C",1
"0455221C",1
"0457221C",1
"0458221C",1
"0466221C",1
"0475221C",1
"0479221C",1
"0481221C",1
"0484221C",1
"0489221C",1
"0491221C",1
"0495221C",1
"0498221C",1
"0501221C",1
"0504221C",1
"0507221C",1
"0508221C",1
"0512221C",1
"0513221C",1
"0516221C",1
"0517221C",1
"0522221C",1
"0525221C",1
"0531221C",1
"0535221C",1
"0539221C",1
"0541221C",1
"0550221C",1
"0553221C",1
"0557221C",1
"0562221C",1
"0564221C",1
"0573221C",1
"0574221C",1
"0576221C",1
"0577221C",1
"0578221C",1
"0585221C",1
"0586221C",1
"0587221C",1
"0588221C",1
"0591221C",1
"0595221C",1
"0599221C",1
"0616221C",1
"0617221C",1
"0622221C",1
"0625221C",1
"0634221C",1
"0642221C",1
"0644221C",1
"0648221C",1
"0650221C",1
"0662221C",1
"0672221C",1
"0677221C",1
"0678221C",1
"0680221C",1
"0684221C",1
"0702221C",1
"0704221C",1
"0707221C",1
"0720221C",1
"0732221C",1
"0744221C",1
"0767221C",1
"0768221C",1
"0778221C",1
"0788221C",1
"0800221C",1
"0806221C",1
"0812221C",1
"0826221C",1
"0828221C",1
"0830221C",1
"0838221C",1
"0844221C",1
"0852221C",1
"0854221C",1
"0856221C",1
"0860221C",1
"0868221C",1
"0002222C",1
"0008222C",1
"0014222C",1
"0033222C",1
"0036222C",1
"0042222C",1
"0054222C",1
"0086222C",1
"0096222C",1
"0100222C",1
"0102222C",1
"0122222C",1
"0124222C",1
"0138222C",1
"0174222C",1
"0201222C",1
"0248222C",1
"0267222C",1
"0268222C",1
"0276222C",1
"0291222C",1
"0301222C",1
"0335222C",1
